Lab_ID,Sample_ID,Site,System_ID,SYSTEM,DEPT,depth_cm,Soil_classification,Soil_classification2,Corg_clay_ratio,CLAY_percent,SILT_percent,SAND_percent,pH,EC,Canorg,Corg,Ntot,Corg_stocks_kg_m2,Ntot_stocks_kg_m2,soilCN_ratio,DOC,DOC_stocks_g_m2,DOC_Corg_ratio,Agg,CEC,Al_Dithionite,Mn_Dithionite,Fe_Dithionite,Al_Oxalate,Mn_Oxalate,Fe_Oxalate,Oxalate_Oxides,Dithionite_Oxides,bulk_density,Fe_Di_div_Fe_Ox,Corg_stocks_kg_m2_cm,Ntot_stocks_kg_m2_cm,DOC_stocks_g_m2_cm,Log_Corg_stocks_kg_m2,Log_DOC_stocks_g_m2,Log_Ntot_stocks_kg_m2,Log_Corg_clay_ratio,Log_EC,Log_Agg,Soil_classification_num,Log_Corg_stocks_kg_m2_cm,Log_Ntot_stocks_kg_m2_cm,Log_DOC_stocks_g_m2_cm
1015,Au2_St_1 pool,Au2,Standard,2,1,5.00,Moderate,Coarse,0.107362,11.885,19.307,68.807,6.808,44.800,0.000,1.276,0.093,0.983,0.072,13.72,295.672,22.767,0.023170,0.463,57.065,452.873,226.576,5140.637,621.553,292.956,1608.862,2230.415,5593.510,1.540,3.195,0.197,0.014,4.553,-0.007,1.357,-1.143,-0.969,1.651,-0.334,1.00,-0.71,-1.84,0.66
1033,Burg2_St_1 pool,Burg2,Standard,2,1,5.00,Moderate,Coarse,0.101722,11.325,22.076,66.599,6.924,58.000,0.000,1.152,0.075,0.870,0.057,15.36,155.718,11.757,0.013520,0.420,69.015,384.025,504.616,4862.489,575.196,290.710,2391.692,2966.888,5246.514,1.510,2.033,0.174,0.011,2.351,-0.060,1.070,-1.244,-0.993,1.763,-0.377,1.00,-0.76,-1.95,0.37
1069,Lack1_St_1 pool,Lack1,Standard,2,1,5.00,Moderate,Coarse,0.100490,8.359,29.260,62.381,6.267,32.300,0.000,0.840,0.050,0.550,0.033,16.80,224.065,14.676,0.026670,0.609,16.095,538.139,413.394,3381.392,662.201,510.108,1475.794,2137.995,3919.531,1.310,2.291,0.110,0.007,2.935,-0.260,1.167,-1.481,-0.998,1.509,-0.215,1.00,-0.96,-2.18,0.47
1087,Man1_St_1 pool,Man1,Standard,2,1,5.00,Moderate,Coarse,0.079264,19.681,27.279,53.040,7.288,56.600,0.450,1.560,0.150,1.108,0.107,10.40,157.259,11.165,0.010080,0.428,131.709,600.584,449.101,7869.638,858.032,607.016,2165.363,3023.395,8470.222,1.420,3.634,0.222,0.021,2.233,0.045,1.048,-0.971,-1.101,1.753,-0.369,1.00,-0.65,-1.67,0.35
1168,Ther_St_1 pool,Ther,Standard,2,1,5.00,Moderate,Coarse,0.236561,18.473,22.371,59.156,7.755,112.100,6.444,4.370,0.480,2.600,0.286,9.10,174.195,10.365,0.003990,0.742,279.639,647.529,341.090,7529.026,2940.855,119.142,1445.299,4386.154,8176.555,1.190,5.209,0.520,0.057,2.073,0.415,1.016,-0.544,-0.626,2.050,-0.130,1.00,-0.28,-1.24,0.32
997,Abs_St_1 pool,Abs,Standard,2,1,5.00,Fine,Fine,0.045734,51.384,37.201,11.415,7.840,113.500,1.174,2.350,0.148,1.657,0.104,15.88,129.465,9.127,0.005510,0.695,319.880,807.570,440.466,10636.363,1910.069,496.793,2087.038,3997.107,11443.933,1.410,5.096,0.331,0.021,1.826,0.219,0.960,-0.983,-1.340,2.055,-0.158,3.00,-0.48,-1.68,0.26
1006,Au1_St_1 pool,Au1,Standard,2,1,5.00,Moderate,Fine,0.152874,25.642,23.265,51.094,7.955,115.200,2.489,3.920,0.222,2.960,0.168,17.66,190.817,14.407,0.004870,0.980,249.327,352.599,217.974,3102.884,1081.647,235.203,1134.607,2216.254,3455.483,1.510,2.735,0.592,0.034,2.881,0.471,1.159,-0.775,-0.816,2.061,-0.009,3.00,-0.23,-1.47,0.46
1024,Burg1_St_1 pool,Burg1,Standard,2,1,5.00,Moderate,Fine,0.086796,23.273,25.574,51.153,7.137,70.000,0.000,2.020,0.146,1.323,0.096,13.84,178.591,11.698,0.008840,0.386,170.400,646.315,430.165,10483.721,1042.451,446.624,2205.238,3247.689,11130.036,1.310,4.754,0.265,0.019,2.340,0.122,1.068,-1.018,-1.062,1.845,-0.413,3.00,-0.58,-1.72,0.37
1096,Man2_St_1 pool,Man2,Standard,2,1,5.00,Moderate,Fine,0.086907,36.821,52.848,10.331,7.576,171.700,1.195,3.200,0.270,1.984,0.167,11.85,201.058,12.466,0.006280,0.534,312.357,861.500,391.105,9260.505,2122.840,404.961,3759.993,5882.833,10122.005,1.240,2.463,0.397,0.034,2.493,0.298,1.096,-0.777,-1.061,2.235,-0.272,3.00,-0.40,-1.47,0.40
1105,Moos1_St_1 pool,Moos1,Standard,2,1,5.00,Moderate,Fine,0.120493,34.110,45.889,20.001,7.545,190.000,6.150,4.110,0.320,2.877,0.224,12.84,270.878,18.961,0.006590,0.605,310.218,379.313,220.231,3073.726,1298.623,135.921,1354.615,2653.238,3453.039,1.400,2.269,0.575,0.045,3.792,0.459,1.278,-0.650,-0.919,2.279,-0.218,3.00,-0.24,-1.35,0.58
1123,Ro2_St_1 pool,Ro2,Standard,2,1,5.00,Moderate,Fine,0.051761,30.718,50.809,18.473,6.665,61.300,0.000,1.590,0.120,1.153,0.087,13.25,164.640,11.936,0.010350,0.401,145.708,843.635,356.783,10435.558,1331.473,474.931,2894.568,4226.041,11279.193,1.450,3.605,0.231,0.017,2.387,0.062,1.077,-1.060,-1.286,1.787,-0.397,3.00,-0.64,-1.76,0.38
1141,Schach1_St_1 pool,Schach1,Standard,2,1,5.00,Moderate,Fine,0.035851,30.404,40.212,29.384,7.372,115.700,0.000,1.090,0.090,0.621,0.051,12.11,119.646,6.820,0.010980,0.454,159.001,898.144,647.602,11847.781,2521.889,737.207,3402.990,5924.879,12745.925,1.140,3.482,0.124,0.010,1.364,-0.207,0.834,-1.292,-1.446,2.063,-0.343,3.00,-0.91,-1.99,0.13
1150,Schach2_St_1 pool,Schach2,Standard,2,1,5.00,Fine,Fine,0.070695,46.255,38.675,15.070,7.816,211.000,0.323,3.270,0.280,1.946,0.167,11.68,189.438,11.272,0.005790,0.718,382.071,755.567,735.538,15008.394,1206.182,778.561,5546.683,6752.865,15763.961,1.190,2.706,0.389,0.033,2.254,0.289,1.052,-0.777,-1.151,2.324,-0.144,3.00,-0.41,-1.48,0.35
1042,Eis_St_1 pool,Eis,Standard,2,1,5.00,Medium,Medium,0.200354,16.371,31.705,51.924,6.478,48.600,0.000,3.280,0.227,2.017,0.140,14.45,105.624,6.496,0.003220,0.867,43.855,1810.769,465.654,8339.359,3407.568,599.023,6067.334,9474.902,10150.128,1.230,1.374,0.403,0.028,1.299,0.305,0.813,-0.854,-0.698,1.687,-0.062,2.00,-0.39,-1.55,0.11
1051,Fischa_St_1 pool,Fischa,Standard,2,1,5.00,Medium,Medium,0.049494,26.670,56.298,17.031,7.944,123.000,0.465,1.320,0.091,0.792,0.055,14.51,140.776,8.447,0.010660,0.166,205.444,785.323,478.673,8933.915,1647.376,575.760,1770.339,3417.715,9719.238,1.200,5.046,0.158,0.011,1.689,-0.101,0.927,-1.260,-1.305,2.090,-0.780,2.00,-0.80,-1.96,0.23
1060,Grü_St_1 pool,Gru,Standard,2,1,5.00,Medium,Medium,0.055695,20.648,55.351,24.001,7.867,130.400,2.180,1.150,0.116,0.776,0.078,9.91,172.507,11.644,0.015000,0.302,146.196,555.979,264.590,6679.319,897.340,235.567,1312.867,2210.207,7235.298,1.350,5.088,0.155,0.016,2.329,-0.110,1.066,-1.108,-1.254,2.115,-0.520,2.00,-0.81,-1.80,0.37
1078,Lack2_St_1 pool,Lack2,Standard,2,1,5.00,Medium,Medium,0.064190,25.705,31.872,42.422,7.797,125.500,0.165,1.650,0.160,1.130,0.110,10.31,193.785,13.274,0.011740,0.668,186.800,502.490,587.970,6149.662,815.353,704.352,3101.501,3916.854,6652.152,1.370,1.983,0.226,0.022,2.655,0.053,1.123,-0.959,-1.193,2.099,-0.175,2.00,-0.65,-1.66,0.42
1114,Ro1_St_1 pool,Ro1,Standard,2,1,5.00,Medium,Medium,0.180948,11.495,39.996,48.509,6.466,84.400,0.000,2.080,0.160,1.456,0.112,13.00,178.716,12.510,0.008590,0.474,79.276,537.535,476.301,5206.315,814.710,538.660,2293.473,3108.183,5743.850,1.400,2.270,0.291,0.022,2.502,0.163,1.097,-0.951,-0.742,1.926,-0.324,2.00,-0.54,-1.65,0.40
1132,Sb_St_1 pool,Sb,Standard,2,1,5.00,Medium,Medium,0.064265,20.540,65.668,13.792,7.837,121.300,2.897,1.320,0.080,0.878,0.053,16.50,142.239,9.459,0.010780,0.160,154.447,401.771,259.192,6382.063,783.199,205.503,940.360,1723.559,6783.834,1.330,6.787,0.176,0.011,1.892,-0.057,0.976,-1.276,-1.192,2.084,-0.796,2.00,-0.76,-1.97,0.28
1159,St_St_1 pool,St,Standard,2,1,5.00,Medium,Medium,0.076613,19.579,55.484,24.937,7.865,112.800,0.674,1.500,0.090,0.908,0.054,16.67,157.928,9.555,0.010530,0.355,159.860,655.850,333.376,6472.131,1247.241,307.192,1265.392,2512.633,7127.981,1.210,5.115,0.182,0.011,1.911,-0.042,0.980,-1.268,-1.116,2.052,-0.450,2.00,-0.74,-1.96,0.28
1177,Um_St_1 pool,Um,Standard,2,1,5.00,Medium,Medium,0.055586,24.107,63.040,12.853,7.197,52.300,0.056,1.340,0.080,0.884,0.053,16.75,179.740,11.863,0.013410,0.283,225.255,1023.241,612.904,10820.430,854.356,478.370,2809.371,3663.727,11843.671,1.320,3.852,0.177,0.011,2.373,-0.054,1.074,-1.276,-1.255,1.719,-0.548,2.00,-0.75,-1.97,0.38
1012,Au2_P_1 pool,Au2,Pioneer,0,1,5.00,Moderate,Coarse,0.174888,14.981,18.727,66.292,7.301,91.200,0.000,2.620,0.207,1.782,0.141,12.66,302.295,20.556,0.011540,0.806,113.110,339.711,214.144,4432.677,598.239,304.670,1639.540,2237.779,4772.388,1.360,2.704,0.356,0.028,4.111,0.251,1.313,-0.851,-0.757,1.960,-0.094,1.00,-0.45,-1.55,0.61
1030,Burg2_P_1 pool,Burg2,Pioneer,0,1,5.00,Moderate,Coarse,0.188448,14.699,25.472,59.829,6.863,101.400,0.000,2.770,0.221,1.842,0.147,12.53,190.714,12.682,0.006880,0.623,109.580,329.341,264.596,5026.814,598.604,329.110,2789.121,3387.725,5356.155,1.330,1.802,0.368,0.029,2.537,0.265,1.103,-0.833,-0.725,2.006,-0.206,1.00,-0.43,-1.53,0.40
1039,Eis_P_1 pool,Eis,Pioneer,0,1,5.00,Moderate,Coarse,0.323743,14.981,26.346,58.673,7.346,121.300,0.000,4.850,0.376,2.813,0.218,12.90,417.939,24.240,0.008620,0.772,76.521,1803.181,437.362,7506.884,3802.096,546.156,5385.954,9188.050,9310.065,1.160,1.394,0.563,0.044,4.848,0.449,1.385,-0.662,-0.490,2.084,-0.112,1.00,-0.25,-1.36,0.69
1066,Lack1_P_1 pool,Lack1,Pioneer,0,1,5.00,Moderate,Coarse,0.138014,9.999,27.765,62.236,7.527,107.600,0.000,1.380,0.080,0.980,0.057,17.25,314.426,22.324,0.022780,0.860,61.342,461.471,431.393,3492.472,770.890,576.382,1676.939,2447.829,3953.943,1.420,2.083,0.196,0.011,4.465,-0.009,1.349,-1.244,-0.860,2.032,-0.066,1.00,-0.71,-1.94,0.65
1165,Ther_P_1 pool,Ther,Pioneer,0,1,5.00,Moderate,Coarse,0.330325,15.621,23.014,61.365,7.803,132.900,5.779,5.160,0.530,3.509,0.360,9.74,177.872,12.095,0.003450,0.846,289.536,604.824,358.683,6504.360,2632.524,163.869,1480.807,4113.331,7109.184,1.360,4.392,0.702,0.072,2.419,0.545,1.083,-0.444,-0.481,2.124,-0.073,1.00,-0.15,-1.14,0.38
994,Abs_P_1 pool,Abs,Pioneer,0,1,5.00,Fine,Fine,0.056982,51.841,36.933,11.226,7.826,139.700,1.337,2.954,0.224,1.787,0.136,13.19,258.513,15.640,0.008750,0.713,330.934,793.552,453.646,10844.805,1883.731,490.408,2095.763,3979.494,11638.357,1.210,5.175,0.357,0.027,3.128,0.252,1.194,-0.866,-1.244,2.145,-0.147,3.00,-0.45,-1.57,0.50
1003,Au1_P_1 pool,Au1,Pioneer,0,1,5.00,Moderate,Fine,0.114791,31.013,26.047,42.940,7.773,147.700,3.702,3.560,0.281,2.296,0.181,12.67,318.310,20.531,0.008940,0.648,284.653,359.186,216.185,3202.695,1101.959,259.880,1338.673,2440.632,3561.881,1.290,2.392,0.459,0.036,4.106,0.361,1.312,-0.742,-0.940,2.169,-0.188,3.00,-0.34,-1.44,0.61
1084,Man1_P_1 pool,Man1,Pioneer,0,1,5.00,Moderate,Fine,0.113327,20.207,27.647,52.146,7.341,96.500,0.000,2.290,0.180,1.580,0.124,12.72,236.417,16.313,0.010320,0.563,145.577,621.145,488.150,7937.456,748.105,527.642,1861.060,2609.165,8558.601,1.380,4.265,0.316,0.025,3.263,0.199,1.213,-0.907,-0.946,1.985,-0.249,3.00,-0.50,-1.61,0.51
1093,Man2_P_1 pool,Man2,Pioneer,0,1,5.00,Moderate,Fine,0.101914,30.516,54.983,14.501,7.553,220.000,1.634,3.110,0.300,2.022,0.195,10.37,275.013,17.876,0.008840,0.379,300.055,882.110,448.230,11030.217,1862.751,493.672,3140.384,5003.135,11912.327,1.300,3.512,0.404,0.039,3.575,0.306,1.252,-0.710,-0.992,2.342,-0.421,3.00,-0.39,-1.41,0.55
1102,Moos1_P_1 pool,Moos1,Pioneer,0,1,5.00,Moderate,Fine,0.128686,36.756,40.789,22.455,7.628,190.000,4.832,4.730,0.360,3.784,0.288,13.14,288.012,23.041,0.006090,0.815,296.665,447.634,199.022,3256.655,1782.617,113.171,1456.123,3238.740,3704.289,1.600,2.237,0.757,0.058,4.608,0.578,1.363,-0.541,-0.890,2.279,-0.089,3.00,-0.12,-1.24,0.66
1138,Schach1_P_1 pool,Schach1,Pioneer,0,1,5.00,Moderate,Fine,0.046544,27.071,43.729,29.200,7.393,62.900,0.000,1.260,0.070,0.693,0.039,18.00,117.693,6.473,0.009340,0.355,123.701,853.901,627.887,10421.329,1081.526,807.052,3670.790,4752.316,11275.230,1.100,2.839,0.139,0.008,1.295,-0.159,0.811,-1.409,-1.332,1.799,-0.450,3.00,-0.86,-2.11,0.11
1147,Schach2_P_1 pool,Schach2,Pioneer,0,1,5.00,Fine,Fine,0.068821,47.660,35.223,17.117,7.837,154.800,0.229,3.280,0.320,2.230,0.218,10.25,161.704,10.996,0.004930,0.786,386.738,748.952,671.715,14908.336,1297.547,764.711,4637.733,5935.280,15657.288,1.360,3.215,0.446,0.044,2.199,0.348,1.041,-0.662,-1.162,2.190,-0.105,3.00,-0.35,-1.36,0.34
1174,Um_P_1 pool,Um,Pioneer,0,1,5.00,Moderate,Fine,0.068724,27.647,60.420,11.933,7.565,99.000,0.000,1.900,0.160,1.102,0.093,11.88,240.750,13.964,0.012670,0.550,185.784,1109.519,555.940,12958.016,1185.948,532.136,3482.401,4668.349,14067.535,1.160,3.721,0.220,0.019,2.793,0.042,1.145,-1.032,-1.163,1.996,-0.260,3.00,-0.66,-1.73,0.45
1021,Burg1_P_1 pool,Burg1,Pioneer,0,1,5.00,Medium,Medium,0.133701,19.596,30.831,49.573,6.925,103.600,0.000,2.620,0.194,1.651,0.122,13.51,232.632,14.656,0.008880,0.523,142.595,623.472,362.402,10002.713,955.594,464.267,2709.380,3664.974,10626.185,1.260,3.692,0.330,0.024,2.931,0.218,1.166,-0.914,-0.874,2.015,-0.281,2.00,-0.48,-1.61,0.47
1048,Fischa_P_1 pool,Fischa,Pioneer,0,1,5.00,Medium,Medium,0.083654,22.593,53.988,23.418,7.843,178.700,1.331,1.890,0.126,1.285,0.086,15.00,200.807,13.655,0.010620,0.197,194.543,581.645,381.006,7115.686,1465.563,426.310,1398.308,2863.871,7697.331,1.360,5.089,0.257,0.017,2.731,0.109,1.135,-1.066,-1.078,2.252,-0.706,2.00,-0.59,-1.77,0.44
1057,Grü_P_1 pool,Gru,Pioneer,0,1,5.00,Medium,Medium,0.085912,21.650,59.844,18.506,7.997,151.400,1.508,1.860,0.137,1.302,0.096,13.58,259.909,18.194,0.013970,0.416,154.182,581.451,293.853,7130.732,1028.328,294.989,1501.152,2529.480,7712.183,1.400,4.750,0.260,0.019,3.639,0.115,1.260,-1.018,-1.066,2.180,-0.381,2.00,-0.58,-1.72,0.56
1075,Lack2_P_1 pool,Lack2,Pioneer,0,1,5.00,Medium,Medium,0.113366,19.318,29.730,50.952,7.902,163.600,0.196,2.190,0.200,1.424,0.130,10.95,237.989,15.469,0.010870,0.706,165.908,269.737,400.413,3506.446,572.997,696.090,2879.536,3452.533,3776.183,1.300,1.218,0.285,0.026,3.094,0.154,1.189,-0.886,-0.946,2.214,-0.151,2.00,-0.55,-1.59,0.49
1111,Ro1_P_1 pool,Ro1,Pioneer,0,1,5.00,Medium,Medium,0.165895,12.960,42.337,44.703,6.561,120.500,0.000,2.150,0.170,1.462,0.116,12.65,267.430,18.185,0.012440,0.700,81.550,482.430,415.375,5493.743,652.914,492.052,2090.975,2743.889,5976.173,1.360,2.627,0.292,0.023,3.637,0.165,1.260,-0.936,-0.780,2.081,-0.155,2.00,-0.53,-1.64,0.56
1120,Ro2_P_1 pool,Ro2,Pioneer,0,1,5.00,Medium,Medium,0.069444,26.064,53.510,20.426,6.750,83.100,0.000,1.810,0.120,1.321,0.088,15.08,201.422,14.704,0.011130,0.557,152.680,681.131,425.728,8865.647,1039.668,520.254,3363.037,4402.705,9546.778,1.460,2.636,0.264,0.018,2.941,0.121,1.167,-1.056,-1.158,1.920,-0.254,2.00,-0.58,-1.76,0.47
1129,Sb_P_1 pool,Sb,Pioneer,0,1,5.00,Medium,Medium,0.109148,18.736,67.505,13.759,7.894,145.200,2.838,2.045,0.127,1.339,0.083,16.10,199.218,13.049,0.009740,0.257,150.024,388.461,262.130,6070.856,651.776,175.090,915.417,1567.193,6459.317,1.310,6.632,0.268,0.017,2.610,0.127,1.116,-1.081,-0.962,2.162,-0.590,2.00,-0.57,-1.78,0.42
1156,St_P_1 pool,St,Pioneer,0,1,5.00,Medium,Medium,0.111466,19.737,55.841,24.422,7.839,167.300,0.578,2.200,0.180,1.540,0.126,12.22,278.533,19.497,0.012660,0.392,169.233,638.403,332.384,6102.941,1174.146,319.086,1457.181,2631.327,6741.344,1.400,4.188,0.308,0.025,3.900,0.188,1.290,-0.900,-0.953,2.223,-0.407,2.00,-0.51,-1.60,0.59
1009,Au1_Ref_1 pool,Au1,Reference,1,1,5.00,Moderate,Coarse,0.453220,12.687,20.826,66.487,7.180,175.000,2.535,5.750,0.463,3.364,0.271,12.42,549.878,32.168,0.009560,0.923,199.888,237.968,179.270,3416.008,563.506,172.129,1537.096,2100.602,3653.976,1.170,2.222,0.673,0.054,6.434,0.527,1.507,-0.567,-0.344,2.243,-0.035,1.00,-0.17,-1.27,0.81
1018,Au2_Ref_1 pool,Au2,Reference,1,1,5.00,Moderate,Coarse,0.301055,14.117,19.201,66.682,6.976,119.500,0.000,4.250,0.348,2.423,0.198,12.21,325.315,18.543,0.007650,0.949,160.445,453.746,338.380,6025.104,1022.445,465.970,2317.619,3340.064,6478.850,1.140,2.600,0.485,0.040,3.709,0.384,1.268,-0.703,-0.521,2.077,-0.023,1.00,-0.31,-1.40,0.57
1027,Burg1_Ref_1 pool,Burg1,Reference,1,1,5.00,Moderate,Coarse,0.414044,14.298,22.362,63.341,6.108,62.000,0.000,5.920,0.447,2.694,0.203,13.24,547.722,24.921,0.009250,0.964,72.857,606.861,261.781,6175.340,929.995,284.030,2837.947,3767.942,6782.201,0.910,2.176,0.539,0.041,4.984,0.430,1.397,-0.693,-0.383,1.792,-0.016,1.00,-0.27,-1.39,0.70
1036,Burg2_Ref_1 pool,Burg2,Reference,1,1,5.00,Moderate,Coarse,0.232970,11.847,26.505,61.648,7.024,114.800,0.000,2.760,0.190,1.849,0.127,14.53,284.097,19.034,0.010290,0.838,129.529,303.012,237.435,4200.735,563.849,325.570,2046.737,2610.586,4503.747,1.340,2.052,0.370,0.026,3.807,0.267,1.280,-0.896,-0.633,2.060,-0.077,1.00,-0.43,-1.59,0.58
1045,Eis_Ref_1 pool,Eis,Reference,1,1,5.00,Moderate,Coarse,0.355729,15.152,29.276,55.572,6.697,61.100,0.000,5.390,0.400,2.506,0.186,13.48,413.844,19.244,0.007680,0.932,34.501,2109.626,346.303,9027.875,3626.797,396.271,5587.811,9214.608,11137.501,0.930,1.616,0.501,0.037,3.849,0.399,1.284,-0.730,-0.449,1.786,-0.031,1.00,-0.30,-1.43,0.59
1072,Lack1_Ref_1 pool,Lack1,Reference,1,1,5.00,Moderate,Coarse,0.235690,15.444,23.538,61.018,7.369,203.000,0.000,3.640,0.270,3.276,0.243,13.48,447.667,40.290,0.012300,0.894,140.309,450.677,445.561,4611.521,861.117,603.133,2631.509,3492.626,5062.198,1.800,1.752,0.655,0.049,8.058,0.515,1.605,-0.614,-0.628,2.307,-0.049,1.00,-0.18,-1.31,0.91
1090,Man1_Ref_1 pool,Man1,Reference,1,1,5.00,Moderate,Coarse,0.195484,17.802,24.637,57.561,7.511,149.900,0.000,3.480,0.220,2.192,0.139,15.82,371.840,23.426,0.010690,0.914,153.115,606.657,448.559,7588.815,764.268,566.465,1864.985,2629.253,8195.472,1.260,4.069,0.439,0.028,4.685,0.341,1.370,-0.857,-0.709,2.176,-0.039,1.00,-0.36,-1.56,0.67
1000,Abs_Ref_1 pool,Abs,Reference,1,1,5.00,Fine,Fine,0.098651,41.155,34.223,24.621,7.860,203.000,2.012,4.060,0.325,3.654,0.293,12.49,406.121,36.551,0.010000,0.867,276.731,550.790,344.964,7398.432,1343.623,361.789,1385.088,2728.711,7949.222,1.800,5.341,0.731,0.059,7.310,0.563,1.563,-0.533,-1.006,2.307,-0.062,3.00,-0.14,-1.23,0.86
1099,Man2_Ref_1 pool,Man2,Reference,1,1,5.00,Moderate,Fine,0.250284,29.886,41.483,28.631,7.655,222.000,1.519,7.480,0.630,4.638,0.391,11.87,201.198,12.474,0.002690,0.766,359.563,714.005,264.444,5887.623,2282.380,268.683,1385.944,3668.324,6601.628,1.240,4.248,0.928,0.078,2.495,0.666,1.096,-0.408,-0.602,2.346,-0.116,3.00,-0.03,-1.11,0.40
1108,Moos1_Ref_1 pool,Moos1,Reference,1,1,5.00,Moderate,Fine,0.185742,33.595,39.213,27.192,7.636,240.000,5.232,6.240,0.490,5.304,0.417,12.74,440.622,37.453,0.007060,0.905,313.598,338.971,208.083,3061.509,1143.492,115.826,1215.471,2358.963,3400.480,1.700,2.519,1.061,0.083,7.491,0.725,1.573,-0.380,-0.731,2.380,-0.043,3.00,0.03,-1.08,0.87
1144,Schach1_Ref_1 pool,Schach1,Reference,1,1,5.00,Moderate,Fine,0.080067,28.726,41.996,29.278,7.645,149.600,0.000,2.300,0.180,1.139,0.089,12.78,305.271,15.111,0.013270,0.684,170.469,874.284,623.797,11437.146,1065.727,723.205,4051.189,5116.916,12311.430,0.990,2.823,0.228,0.018,3.022,0.057,1.179,-1.051,-1.097,2.175,-0.165,3.00,-0.64,-1.75,0.48
1153,Schach2_Ref_1 pool,Schach2,Reference,1,1,5.00,Fine,Fine,0.139278,47.818,32.472,19.710,7.841,239.000,0.117,6.660,0.650,3.097,0.302,10.25,676.226,31.445,0.010150,0.913,401.607,577.951,525.680,12248.696,1263.056,560.213,6653.324,7916.380,12826.647,0.930,1.841,0.619,0.061,6.289,0.491,1.498,-0.520,-0.856,2.378,-0.040,3.00,-0.21,-1.22,0.80
1171,Ther_Ref_1 pool,Ther,Reference,1,1,5.00,Moderate,Fine,0.339298,21.515,21.644,56.840,7.775,205.000,5.915,7.300,0.810,3.395,0.377,9.01,484.683,22.538,0.006640,0.903,351.925,680.425,387.845,7972.531,2598.574,223.788,1534.230,4132.804,8652.956,0.930,5.196,0.679,0.075,4.508,0.531,1.353,-0.424,-0.469,2.312,-0.044,3.00,-0.17,-1.12,0.65
1054,Fischa_Ref_1 pool,Fischa,Reference,1,1,5.00,Medium,Medium,0.099995,21.601,55.533,22.865,7.978,173.800,1.544,2.160,0.199,1.393,0.128,10.85,312.918,20.183,0.014490,0.478,191.166,614.973,416.863,7530.745,1411.372,441.022,1453.979,2865.351,8145.718,1.290,5.179,0.279,0.026,4.037,0.144,1.305,-0.893,-1.000,2.240,-0.321,2.00,-0.56,-1.59,0.61
1063,Grü_Ref_1 pool,Gru,Reference,1,1,5.00,Medium,Medium,0.175309,20.307,59.348,20.345,8.052,192.600,1.233,3.560,0.275,2.136,0.165,12.95,437.659,26.260,0.012290,0.723,181.400,646.825,302.312,8542.402,993.490,263.387,1379.463,2372.953,9189.227,1.200,6.193,0.427,0.033,5.252,0.330,1.419,-0.783,-0.756,2.285,-0.141,2.00,-0.37,-1.48,0.72
1081,Lack2_Ref_1 pool,Lack2,Reference,1,1,5.00,Medium,Medium,0.148564,25.309,35.150,39.542,7.403,129.800,0.288,3.760,0.330,1.824,0.160,11.39,431.328,20.919,0.011470,0.903,228.682,403.700,504.316,4951.548,719.221,645.195,2718.782,3438.003,5355.248,0.970,1.821,0.365,0.032,4.184,0.261,1.321,-0.796,-0.828,2.113,-0.044,2.00,-0.44,-1.49,0.62
1117,Ro1_Ref_1 pool,Ro1,Reference,1,1,5.00,Medium,Medium,0.298917,15.322,41.000,43.679,6.518,133.200,0.000,4.580,0.370,2.519,0.204,12.38,519.166,28.554,0.011340,0.955,103.418,475.970,393.282,5497.874,707.364,458.905,2396.810,3104.174,5973.844,1.100,2.294,0.504,0.041,5.711,0.401,1.456,-0.690,-0.524,2.125,-0.020,2.00,-0.30,-1.39,0.76
1126,Ro2_Ref_1 pool,Ro2,Reference,1,1,5.00,Medium,Medium,0.118372,22.894,54.088,23.018,6.962,145.200,0.097,2.710,0.240,1.883,0.167,11.29,340.033,23.632,0.012550,0.843,152.738,615.794,514.893,8473.959,901.316,539.097,3125.276,4026.592,9089.753,1.390,2.711,0.377,0.033,4.727,0.275,1.374,-0.777,-0.927,2.162,-0.074,2.00,-0.42,-1.48,0.67
1135,Sb_Ref_1 pool,Sb,Reference,1,1,5.00,Medium,Medium,0.201664,20.678,66.406,12.916,7.926,192.600,2.591,4.170,0.290,2.836,0.197,14.38,479.654,32.616,0.011500,0.817,218.970,395.092,250.263,6289.376,704.790,179.597,904.236,1609.026,6684.468,1.360,6.955,0.567,0.039,6.523,0.453,1.513,-0.706,-0.695,2.285,-0.088,2.00,-0.25,-1.40,0.81
1162,St_Ref_1 pool,St,Reference,1,1,5.00,Medium,Medium,0.148903,22.565,54.748,22.687,7.739,175.100,0.485,3.360,0.270,2.268,0.182,12.44,424.104,28.627,0.012620,0.826,174.341,637.459,342.187,6084.463,1152.517,328.472,1484.052,2636.569,6721.922,1.350,4.100,0.454,0.037,5.725,0.356,1.457,-0.740,-0.827,2.243,-0.083,2.00,-0.34,-1.44,0.76
1180,Um_Ref_1 pool,Um,Reference,1,1,5.00,Medium,Medium,0.323577,23.642,50.998,25.360,7.753,304.000,0.424,7.650,0.680,3.022,0.269,11.25,506.325,20.000,0.006620,0.906,146.022,904.537,515.575,10541.688,1035.902,583.908,3058.041,4093.943,11446.225,0.790,3.447,0.604,0.054,4.000,0.480,1.301,-0.570,-0.490,2.483,-0.043,2.00,-0.22,-1.27,0.60
