,Unnamed: 0.2,SITE,SYSTEM,DEPT,Clay,Silt,Sand,pH,Aggregate Stability,Bulk Density,Organic Carbon,Dissolved Org. Carbon,Carbon-to-Nitrogen,Ergosterol,Microbial Carbon,Microbial Nitrogren,Microbial Phosphorus,Manosamine,Muramic Acid,Glucosamine,Sum Aminosugars,LAP,NAG,GLU,XYL,CEL,PHO,BoundingBox,LocationBBox,BoundingBoxObjects,BoundingBoxSize
10,10,Burg1,1,5.0,-0.9183439857700796,-1.1858893213402812,1.3661154641832431,-2.3984941183455057,1.6623491603309293,-2.101971799762148,2.132534658336562,2.6793323888777167,-0.3308320414529204,1.557441887396931,-0.4596215551399343,-0.2361441623900085,-0.4686936696369926,0.9975994283556436,2.2119368797374097,1.2117800115594926,1.8236323612104928,-0.2753300129550453,0.1946433497050167,-0.3296554679425216,-0.4518675619280726,-0.3566141726766691,1.4160224424268826,"15.587282,48.669695,15.594256,48.672060",Burg1,"[BBox(((15.587282, 48.669695), (15.594256, 48.67206)), crs=CRS('4326'))]","(9, 4)"
11,11,Burg1,2,5.0,-0.0422438372900454,-0.95963322149457,0.7481735772385373,-0.4993831521416719,-0.9058935905520754,0.375794565379873,-0.4319299573427072,-0.562310810196408,-0.1806272826836367,0.1496460060164744,-0.5798801823798195,-0.2049935475290282,0.7923574431156224,0.416931773133376,-0.1267733108466862,-0.5391702487715669,-0.2945105648156676,-0.2803639407674855,-0.7813586708732185,-0.6740582985349273,-0.5998916817102251,-0.6118052831748538,-0.3724310515853976,"15.587282,48.669695,15.594256,48.672060",Burg1,"[BBox(((15.587282, 48.669695), (15.594256, 48.67206)), crs=CRS('4326'))]","(9, 4)"
12,12,Burg2,0,5.0,-0.8791331037221893,-0.9668423458237908,1.180263154383934,-1.0050745075739838,0.1482924707543406,0.4996828836369742,0.0574164581652119,-0.4558490207070375,-0.5146393509952288,0.1094892783846483,-0.6257687383938081,-0.5371729245792645,0.9092810763482032,0.5280941468941232,0.2890904807693956,-0.1654795571771947,0.1560721962941189,-0.2978449754615571,-0.4657256156292365,-0.1586637106214884,-0.3226680968977001,-0.1836924980165434,0.0363348645466618,"15.587282,48.669695,15.594256,48.672060",Burg2,"[BBox(((15.587282, 48.669695), (15.594256, 48.67206)), crs=CRS('4326'))]","(9, 4)"
13,13,Burg2,1,5.0,-1.1575137721622646,-0.894107078662609,1.267101052542057,-0.7079346965352894,1.1037055526603912,0.5616270427655248,0.0514969450743901,0.3642222007003441,-0.0143186444137443,0.6597549034807842,-0.4515635001158516,-0.6749216817364856,0.0435832335168238,0.3144700665052146,0.7122083252787159,-0.4734877621707192,0.1738677867928676,0.7056484595106276,1.568415082518829,0.7541075427150777,0.5506955124756557,0.8907424906548028,1.2353414798316165,"15.587282,48.669695,15.594256,48.672060",Burg2,"[BBox(((15.587282, 48.669695), (15.594256, 48.67206)), crs=CRS('4326'))]","(9, 4)"
14,14,Burg2,2,5.0,-1.2084771814657338,-1.2060577831145556,1.5292916922733917,-0.8924935853791988,-0.7560807331601472,1.6146777479508834,-0.8660275840029579,-0.7631687196996874,1.1559063151348823,-0.35308408955473,-1.220412769097109,-0.9896234936581704,-0.4330278238306898,0.5213766475813404,-0.375301339508927,-0.5230543545021503,-0.3747500192211349,-0.8034836623387708,-0.5150803814265841,-0.7317043434144129,-0.6500686817584147,-0.6093698541428245,0.3403727211805626,"15.587282,48.669695,15.594256,48.672060",Burg2,"[BBox(((15.587282, 48.669695), (15.594256, 48.67206)), crs=CRS('4326'))]","(9, 4)"
15,15,Eis,0,5.0,-0.851606420283043,-0.9052592062712578,1.119599535310776,-0.1136550744578991,0.8074991333358927,-0.5533678215483856,1.4307434952358231,1.539599786955399,-0.4153750177796452,0.5954831318752837,-0.763582613922792,-0.647885307535234,-1.6101907172761054,1.1643358554098675,1.6506500068952834,0.7684011648981851,1.4675551798414137,0.5624223809753075,0.6868085041775894,-0.058524057747861,-0.2639104908159271,-0.22407042938014,1.2651557268702014,"15.099581,48.921329,15.102897,48.922855",Eis,"[BBox(((15.099581, 48.921329), (15.102897, 48.922855)), crs=CRS('4326'))]","(4, 3)"
16,16,Eis,1,5.0,-0.8349147079848371,-0.6989284163309225,0.954855836134741,-1.311442263054875,1.5228907256633493,-1.978083481505047,1.783283385978088,1.503639360283434,-0.2734588179968403,1.1834778431067954,-0.4258737800072623,-0.8026629103141988,-2.4103450014836625,0.9585422153162796,1.522755305473877,-0.1519312573254362,0.7275231048552757,0.7578530401083459,3.164395415497641,0.0216214820089007,-0.1087852985126271,-0.3230743826205128,4.055411669509617,"15.099581,48.921329,15.102897,48.922855",Eis,"[BBox(((15.099581, 48.921329), (15.102897, 48.922855)), crs=CRS('4326'))]","(4, 3)"
17,17,Eis,2,5.0,-0.7159447726102576,-0.5278086456758795,0.7646345116896901,-1.7156262296230385,1.2330155689076348,-0.1197587076485315,0.3948287043420432,-1.2030924920452086,-0.0305617835469088,-0.2224793988166885,-0.8078762658787408,-0.8476541415202721,-1.5135356959604755,1.7944431070182332,0.7586149381207777,0.142572234306371,0.5614099436476391,-0.3982091537379958,-0.0114532451916919,-0.634817099370993,-0.5574815259517021,-0.6365780101272007,2.150749497615481,"15.099581,48.921329,15.102897,48.922855",Eis,"[BBox(((15.099581, 48.921329), (15.102897, 48.922855)), crs=CRS('4326'))]","(4, 3)"
18,18,Fischa,0,5.0,-0.1085616696608114,1.0417169530447028,-0.7334498541284266,0.8036026030963334,-1.7481106030505795,0.685515361022626,-0.5205121821284686,-0.3672097233840355,0.1024853707653842,-0.1249138881875851,-0.1791338649969097,0.1251024620149123,-0.6577473309730592,0.1261504245381392,0.0831353583928373,-0.4828244354059862,-0.2347551877824847,0.1443828928046052,-0.3230299132479375,0.6290546337431918,0.7103253336874207,0.5781793548888953,-0.6448650805227291,"16.644974,48.095994,16.651175,48.099378",Fischa,"[BBox(((16.644974, 48.095994), (16.651175, 48.099378)), crs=CRS('4326'))]","(8, 6)"
19,19,Fischa,1,5.0,-0.2053931234609285,1.150530700212651,-0.7664811972018105,1.0527571030356115,-0.4979784725469268,0.2519062471227719,-0.3429399438773558,0.6173252476382218,-0.9350863485557824,1.4065073016663263,0.6383294037184979,1.089964032405437,-0.4709246204211762,1.638937320693997,0.6489673302917786,-0.061183277629612,0.3628347753860581,0.8082514819550477,0.1896701336650272,0.9992389435615318,0.8354201303909892,0.9184532941498326,-0.5320839303230368,"16.644974,48.095994,16.651175,48.099378",Fischa,"[BBox(((16.644974, 48.095994), (16.651175, 48.099378)), crs=CRS('4326'))]","(8, 6)"
20,20,Fischa,2,5.0,0.2894038919753568,1.2044315550424318,-1.059533600979714,0.9900070808286824,-1.8855312234596164,-0.3055911850341833,-0.8920997505496432,-0.8943927328184373,-0.0104978652881792,-0.3801752772036035,-0.352494270482545,0.0955622643016635,-0.7316941743677025,-0.11816861559743,-0.3468383020106272,-0.5511236726442877,-0.4681030336539886,-0.3193569104561122,-0.7282400792640098,-0.6545399601240011,-0.3042587246051097,-0.4607144859681785,-1.072793477207221,"16.644974,48.095994,16.651175,48.099378",Fischa,"[BBox(((16.644974, 48.095994), (16.651175, 48.099378)), crs=CRS('4326'))]","(8, 6)"
21,21,Grü,0,5.0,-0.2006296406530195,1.4541353810564746,-0.9988003165249612,1.0878232919159545,-0.7716592715952079,0.9332919975368268,-0.5361068105043997,0.1518112155228479,-0.2425393725072038,0.0334171165679123,0.3865469870874797,-0.0231269890434572,-1.338692970683676,-0.8478123283226191,0.3347329472472364,-0.2577949936979445,0.0179582824810574,0.5205321495386686,-0.0194073746875457,0.5169438353149359,0.4695494992368391,0.628201118224416,-0.3860164942519936,"15.784130,48.551831,15.790234,48.553660",Grü,"[BBox(((15.78413, 48.551831), (15.790234, 48.55366)), crs=CRS('4326'))]","(7, 3)"
